1030,59,85,212,411,234,43
1031,441,405,657,505,497,14
1032,1403,1100,1504,1317,1352,-13
1033,648,615,869,796,368,-70
1034,486,553,759,684,491,1
1035,695,596,966,749,425,-68
1036,56,90,55,113,98,10
1037,15,21,15,16,23,2
1040,18,26,15,19,20,0
1041,233,276,325,369,259,6
1042,87,58,109,197,146,14
1043,151,222,218,177,113,-10
1045,185,91,50,14,39,-37
1047,2,0,3,3,10,2
1048,0,0,0,0,1,0
1050,186,226,178,339,326,35
1051,45,50,36,168,144,24
1052,29,35,41,238,164,33
1053,20,27,38,197,83,15
1054,50,43,70,245,120,17
1055,225,222,202,251,197,-7
1056,301,367,325,179,172,-33
1057,57,133,82,123,84,6
1058,20,33,37,39,24,1
1059,148,159,119,101,69,-20
1060,83,30,25,21,33,-13
1061,677,594,640,559,450,-57
1062,33,17,13,50,20,-4
1063,285,390,296,168,117,-42
1064,2,4,3,0,2,0
1065,150,173,215,256,337,46
1066,14,17,2,16,16,0
1067,447,296,300,425,356,-23
1068,247,154,132,148,81,-42
1069,20,18,14,26,17,-1
1070,50,25,32,113,140,22
1071,76,53,87,273,214,34
1072,32,38,52,326,202,42
1073,3444,3123,3611,7424,5744,575
1074,85,80,115,404,304,54
1076,2468,2434,2879,5645,4414,486
1077,24,22,48,42,48,6
1078,59,65,56,232,113,13
1079,13,20,28,87,50,9
1080,33,67,86,262,230,49
1081,43,50,72,137,124,20
1084,1,0,5,5,1,0
1085,3,2,5,3,1,-1
1086,26,51,44,73,52,6
1087,64,87,133,198,163,24
1088,362,390,669,853,446,21
1089,136,182,295,346,177,10
1090,161,164,218,290,148,-4
1091,138,142,169,207,92,-12
1092,741,851,1360,1754,976,58
1093,675,772,1226,1602,902,56
1094,0,1,1,0,1,0
1095,34,34,31,16,16,-5
1096,7,5,4,10,9,0
1097,76,66,80,63,50,-7
1098,165,397,453,209,199,8
1099,127,136,109,138,155,7
1100,107,191,127,165,170,15
1101,249,335,243,322,337,22
1102,79,88,68,91,114,8
1103,7,15,17,19,18,2
1104,355,460,335,456,488,33
1105,38,76,23,52,44,1
1106,353,391,306,375,432,19
1107,648,901,457,484,595,-14
1108,604,710,298,668,619,3
1109,749,829,522,788,708,-11
1110,400,421,360,623,577,44
1111,519,655,445,745,687,42
1112,316,398,400,518,563,61
1113,1084,1181,1017,1293,1241,39
1114,677,659,674,838,842,41
1115,638,566,437,760,604,-9
1116,626,630,441,692,609,-5
1117,602,642,579,721,671,17
1118,601,704,915,1490,1516,228
1119,359,381,383,587,572,53
1120,235,261,334,341,474,59
1121,437,643,625,661,820,95
1122,845,912,1632,1246,1499,163
1124,565,549,703,676,540,-7
1125,343,340,455,343,407,16
1126,1186,1118,1101,1469,1041,-37
1127,1765,1495,1880,1681,1384,-96
1128,1366,1088,1542,1743,1545,44
1129,844,733,1231,1453,1288,111
1130,1442,1011,1294,977,1318,-31
1131,230,160,175,138,120,-28
1132,14,11,32,8,8,-2
1133,725,411,374,239,185,-135
1134,1244,720,1071,841,623,-156
1135,846,697,859,684,735,-28
1136,317,262,341,321,269,-12
1137,379,322,510,425,386,1
1138,572,339,441,331,345,-57
1139,557,422,615,444,477,-20
1140,362,347,581,443,379,4
1141,721,412,669,614,365,-89
1142,306,206,359,307,214,-23
1143,341,386,460,471,424,20
1144,515,475,678,690,726,52
1145,648,433,654,729,490,-40
1146,1858,1393,2185,1973,1464,-99
1148,526,365,769,1044,778,63
1149,2,1,3,1,2,0
1150,0,1,0,2,0,0
1151,37,40,14,58,40,0
1152,295,221,175,304,295,0
1153,37,24,11,97,46,2
1154,68,42,29,62,38,-8
1155,53,25,50,28,42,-3
1156,2,0,2,1,2,0
1157,87,94,64,104,132,11
1158,125,82,65,124,102,-6
1159,198,119,104,192,159,-10
1162,251,208,489,947,916,166
1163,5,6,0,2,0,-2
1166,701,809,858,1437,1107,101
1167,1252,1202,788,1034,1466,53
1168,1194,1094,932,1085,1348,38
1169,3618,3394,2048,2584,2472,-287
1182,443,520,426,808,666,55
1184,37,47,56,192,10,-7
1185,54,95,107,21,5,-13
1200,38,34,37,68,72,8
1201,353,345,364,771,528,43
1202,286,270,450,632,385,24
1203,564,591,544,1007,988,106
1204,830,719,864,1630,1292,115
1205,580,739,847,962,1095,128
1207,333,288,251,864,449,29
1208,95,93,135,158,103,2
1209,86,156,206,159,39,-12
1210,3,9,11,39,46,10
1211,27,39,62,102,36,2
1212,327,282,383,345,295,-8
1214,248,398,251,596,584,84
1215,311,374,271,673,651,85
1216,227,244,166,469,551,81
1217,144,249,166,524,287,35
1218,1,82,81,211,87,21
1219,364,376,294,684,367,0
1220,379,411,372,584,398,4
1221,220,197,224,506,331,27
1223,1,1,0,1,0,-1
1224,75,86,124,413,334,64
1225,233,153,122,478,204,-8
1226,254,93,177,386,266,3
1227,100,74,89,273,196,24
1229,98,103,137,138,69,-8
1230,31,56,50,103,46,3
1231,8,12,33,105,21,3
1232,22,17,33,75,41,4
1234,1,5,3,14,9,2
1235,175,141,154,423,184,2
1236,76,107,86,368,339,65
1237,51,20,228,405,360,77
1238,523,359,28,247,258,-67
1239,334,333,334,86,163,-43
1240,149,140,158,395,317,42
1241,303,250,353,368,251,-13
1242,248,213,273,409,316,17
1244,0,5,5,5,23,5
1245,1,0,2,1,3,0
1246,0,0,5,1,0,0
1249,280,729,571,9,5,-69
1250,1844,1762,1265,1886,1124,-180
1253,8,19,0,33,8,0
1254,24,44,49,53,34,2
1255,35,37,41,43,32,-1
1256,103,66,47,64,65,-10
1257,61,37,26,36,31,-8
1258,54,43,18,44,78,6
1259,177,192,75,88,85,-23
1261,2,0,1,1,0,-1
1262,85,121,59,108,143,14
1263,261,301,244,316,239,-6
1264,328,317,237,302,203,-32
1266,720,655,540,866,391,-83
1267,1883,1450,2202,3928,4084,550
1268,122,127,114,37,56,-17
1269,60,48,85,61,29,-8
1270,100,66,84,62,32,-17
1271,190,203,181,137,103,-22
1272,143,118,170,192,183,10
1273,90,72,72,112,63,-7
1274,7,8,5,12,7,0
1277,4,4,20,37,59,13
1278,152,149,151,265,214,15
1279,189,86,47,78,69,-30
1280,483,362,429,700,526,10
1281,422,263,220,208,170,-63
1282,356,270,229,345,334,-6
1284,290,273,213,521,444,38
1285,311,280,224,529,455,36
1286,327,185,193,207,226,-26
1287,420,299,380,345,297,-31
1288,261,188,224,221,249,-3
1289,156,139,173,175,257,25
1290,276,153,127,131,138,-35
1291,871,507,533,604,522,-88
1292,113,84,102,110,50,-16
1293,299,203,244,221,171,-32
1294,670,440,413,372,297,-94
1295,23,12,19,41,18,-2
1296,1,1,4,8,4,0
1297,3,0,2,5,3,0
1298,51,31,30,54,145,23
1299,127,57,120,234,394,66
1300,168,215,159,263,444,69
1301,50,45,31,60,118,17
1302,189,178,271,415,631,110
1304,62,62,80,223,203,35
1305,62,70,115,276,161,24
1306,7,23,15,276,208,50
1307,24,30,68,159,203,44
1308,190,45,115,281,292,25
1309,177,183,210,401,400,55
1311,312,212,385,511,386,18
1312,6,1,0,9,4,-1
1315,14,6,66,10,23,2
1316,8,2,21,15,9,0
1318,2483,1969,2805,4492,4498,503
1321,41,60,42,93,78,9
1323,2,3,3,1,4,0
1324,31,55,41,58,57,6
1325,309,157,166,178,98,-53
1327,221,229,221,167,133,-22
1328,339,347,211,604,170,-43
1329,279,349,220,185,190,-23
1330,154,99,71,202,129,-7
1331,503,469,277,304,265,-60
1333,679,795,580,566,569,-28
1334,574,579,307,426,469,-27
1335,649,745,500,674,585,-16
1336,503,586,296,327,318,-47
1337,718,823,587,592,617,-26
1338,753,838,603,616,536,-55
1339,1253,1479,939,826,860,-99
1341,279,311,278,312,539,65
1343,698,735,701,634,725,6
1344,671,539,414,436,502,-43
1345,614,467,638,521,436,-45
1346,1411,1001,1071,1010,1117,-74
1347,1518,1523,1564,932,833,-172
1348,477,628,703,556,466,-3
1349,27,14,12,14,15,-3
1350,58,38,727,811,106,12
1351,810,892,1475,752,754,-14
1353,676,658,846,1052,566,-28
1354,351,232,521,600,340,-3
1355,483,389,643,811,518,8
1356,697,488,812,708,441,-64
1357,982,520,1091,1045,665,-80
1358,818,633,938,816,509,-78
1359,11,13,66,35,61,12
1360,19953,19263,20675,19076,15673,-1070
1365,102,62,165,153,163,15
1366,379,264,443,576,656,69
1367,204,110,314,412,265,15
1368,101,120,316,274,382,70
1369,235,214,416,350,357,30
1370,64,85,362,211,106,10
1371,340,268,531,477,390,12
1372,549,519,553,532,518,-8
1373,362,327,531,380,152,-53
1374,294,230,466,457,531,59
1375,473,192,390,534,344,-33
1377,1145,1448,1431,1551,1520,93
1378,664,779,708,735,826,40
1379,2376,920,949,1751,1576,-200
1380,4,2,4,0,3,-1
1382,256,281,243,385,411,38
1383,268,216,285,1268,886,154
1385,4,1,2,1,7,0
1386,106,68,58,11,419,78
1388,220,189,368,349,344,31
1389,842,877,702,781,1495,163
1390,843,773,661,522,1331,122
1391,421,264,309,135,160,-66
1392,535,433,305,321,444,-23
1394,229,247,400,538,441,53
